2021/1/21 5743 351038 4829
2021/1/22 4821 355859 4934
2021/1/23 4711 360570 5018
2021/1/24 3988 364558 5083
2021/1/25 2760 367318 5157
2021/1/26 3851 371169 5251
2021/1/27 3968 375137 5360
2021/1/28 4122 379259 5450
2021/1/29 3547 382806 5544
2021/1/30 3330 386136 5652
2021/1/31 2673 388809 5720
2021/2/1 1782 390591 5792
2021/2/2 2321 392912 5910
2021/2/3 2648 395560 6018
2021/2/4 2574 398134 6133
2021/2/5 2371 400505 6241
2021/2/6 2277 402782 6336
2021/2/7 1627 404409 6393
2021/2/8 1215 405624 6474
2021/2/9 1568 407192 6555
2021/2/10 1885 409077 6676
2021/2/11 1689 410766 6772
2021/2/12 1297 412063 6847
2021/2/13 1355 413418 6910
2021/2/14 1360 414778 6950
2021/2/15 964 415742 7013
2021/2/16 1305 417047 7100
2021/2/17 1443 418490 7194
2021/2/18 1540 420030 7272
2021/2/19 1297 421327 7331
2021/2/20 1228 422555 7415
2021/2/21 1029 423584 7472
2021/2/22 739 424323 7527
2021/2/23 1078 425401 7582
2021/2/24 923 426324 7645
2021/2/25 1064 427388 7720
2021/2/26 1057 428445 7805
2021/2/27 1208 429653 7858
2021/2/28 994 430647 7885
2021/3/1 684 431331 7931
2021/3/2 887 432218 7982
2021/3/3 1240 433458 8050
2021/3/4 1168 434626 8117
2021/3/5 1145 435771 8176
2021/3/6 1045 436816 8225
2021/3/7 1061 437877 8251
2021/3/8 599 438476 8296
2021/3/9 1125 439601 8350
2021/3/10 1309 440910 8400
2021/3/11 1315 442225 8449
2021/3/12 1268 443493 8507
2021/3/13 1317 444810 8558
2021/3/14 982 445792 8588
2021/3/15 688 446480 8620
2021/3/16 1130 447610 8676
2021/3/17 1520 449130 8715
2021/3/18 1492 450622 8756
2021/3/19 1453 452075 8788
2021/3/20 1517 453592 8810
2021/3/21 1110 454702 8833
2021/3/22 817 455519 8859
2021/3/23 1485 457004 8906
2021/3/24 1924 458928 8936
2021/3/25 1914 460842 8965
2021/3/26 2030 462872 8996
2021/3/27 2073 464945 9028
2021/3/28 1753 466698 9058
2021/3/29 1340 468038 9083
2021/3/30 2077 470115 9110
2021/3/31 2832 472947 9159
2021/4/1 2598 475545 9182
2021/4/2 2742 478287 9209
2021/4/3 2755 481042 9217
2021/4/4 2459 483501 9227
2021/4/5 1553 485054 9245
2021/4/6 2652 487706 9275
2021/4/7 3459 491165 9297
2021/4/8 3455 494620 9330
2021/4/9 3511 498131 9350
2021/4/10 3742 501873 9379
2021/4/11 2848 504721 9397
2021/4/12 2100 506821 9422
2021/4/13 3445 510266 9466
2021/4/14 4302 514568 9497
2021/4/15 4569 519137 9535
2021/4/16 4518 523655 9581
2021/4/17 4790 528445 9619
2021/4/18 4087 532532 9638
2021/4/19 2891 535423 9668
2021/4/20 4327 539750 9707
2021/4/21 5279 545029 9761
2021/4/22 5473 550502 9797
2021/4/23 5117 555619 9851
2021/4/24 5601 561220 9910
2021/4/25 4602 565822 9969
2021/4/26 3303 569125 10001
2021/4/27 4960 574085 10052
2021/4/28 5790 579875 10104
2021/4/29 5896 585771 10191
2021/4/30 4658 590429 10226
2021/5/1 5992 596421 10293
2021/5/2 5880 602301 10358
2021/5/3 4458 606759 10416
2021/5/4 4195 610954 10466
2021/5/5 4052 615006 10513
2021/5/6 4351 619357 10585
2021/5/7 6033 625390 10698
2021/5/8 7244 632634 10819
2021/5/9 6492 639126 10872
2021/5/10 4926 644052 10937
2021/5/11 6236 650288 11060
2021/5/12 7059 657347 11161
2021/5/13 6867 664214 11251
2021/5/14 6268 670482 11361
2021/5/15 6419 676901 11459
2021/5/16 5248 682149 11504
2021/5/17 3677 685826 11620
2021/5/18 5228 691054 11848
2021/5/19 5814 696868 11939
2021/5/20 5712 702580 12049
2021/5/21 5248 707828 12158
2021/5/22 5032 712860 12246
2021/5/23 4032 716892 12308
2021/5/24 2710 719602 12394
2021/5/25 3894 723496 12492
2021/5/26 4527 728023 12597
2021/5/27 4127 732150 12710
2021/5/28 3705 735855 12816
2021/5/29 3589 739444 12917
2021/5/30 2874 742318 12964
2021/5/31 1785 744103 13045
2021/6/1 2640 746743 13136
2021/6/2 3031 749774 13241
2021/6/3 2826 752600 13360
2021/6/4 2586 755186 13445
2021/6/5 2647 757833 13519
2021/6/6 2016 759849 13570
2021/6/7 1278 761127 13641
2021/6/8 1884 763011 13739
2021/6/9 2224 765235 13837
2021/6/10 2041 767276 13903
2021/6/11 1934 769210 13972
2021/6/12 1941 771151 14028
2021/6/13 1382 772533 14066
2021/6/14 929 773462 14121
2021/6/15 1418 774880 14182
2021/6/16 1696 776576 14264
2021/6/17 1550 778126 14315
2021/6/18 1619 779745 14360
2021/6/19 1509 781254 14394
2021/6/20 1303 782557 14417
2021/6/21 864 783421 14449
2021/6/22 1433 784854 14491
2021/6/23 1776 786630 14548
2021/6/24 1669 788299 14593
2021/6/25 1706 790005 14621
2021/6/26 1620 791625 14652
2021/6/27 1280 792905 14665
2021/6/28 989 793894 14700
2021/6/29 1376 795270 14735
2021/6/30 1810 797080 14776
2021/7/1 1742 798822 14797
2021/7/2 1773 800595 14819
2021/7/3 1863 802458 14837
2021/7/4 1479 803937 14843
2021/7/5 1021 804958 14857
2021/7/6 1657 806615 14879
2021/7/7 2181 808796 14892
2021/7/8 2239 811035 14912
2021/7/9 2260 813295 14928
2021/7/10 2453 815748 14943
2021/7/11 2020 817768 14950
2021/7/12 1492 819260 14954
2021/7/13 2376 821636 14966
2021/7/14 3171 824807 14985
2021/7/15 3409 828216 15009
2021/7/16 3420 831636 15022
2021/7/17 3872 835508 15035
2021/7/18 3093 838601 15043
2021/7/19 2318 840919 15055
2021/7/20 3747 844666 15074
2021/7/21 4940 849606 15092
2021/7/22 5390 854996 15101
2021/7/23 4212 859208 15110
2021/7/24 3596 862804 15118
2021/7/25 5030 867834 15123
2021/7/26 4679 872513 15131
2021/7/27 7660 880173 15145
2021/7/28 9625 889798 15153
2021/7/29 10742 900540 15166
2021/7/30 10814 911354 15177
2021/7/31 12413 923767 15185
2021/8/1 10236 934003 15190
2021/8/2 8411 942414 15197
2021/8/3 12149 954563 15212
2021/8/4 14352 968915 15221
2021/8/5 15353 984268 15233
2021/8/6 15797 1000065 15248
2021/8/7 15825 1015890 15266
2021/8/8 14529 1030419 15273
2021/8/9 12141 1042560 15290
2021/8/10 10728 1053288 15304
2021/8/11 15994 1069282 15323
2021/8/12 19038 1088320 15351
2021/8/13 20492 1108812 15376
2021/8/14 20287 1129099 15393
2021/8/15 17887 1146986 15401
2021/8/16 14981 1161967 15424
2021/8/17 20104 1182071 15460
2021/8/18 24091 1206162 15494
2021/8/19 25335 1231497 15527
2021/8/20 25975 1257472 15556
2021/8/21 25633 1283105 15589
2021/8/22 22327 1305432 15624
2021/8/23 16926 1322358 15656
2021/8/24 21664 1344022 15686
2021/8/25 24414 1368436 15730
2021/8/26 25040 1393476 15790
2021/8/27 24305 1417781 15844
2021/8/28 22838 1440619 15889
2021/8/29 19339 1459958 15939
2021/8/30 13668 1473626 15987
2021/8/31 17713 1491339 16034
2021/9/1 20029 1511368 16116
2021/9/2 18206 1529574 16177
2021/9/3 16719 1546293 16240
2021/9/4 16003 1562296 16306
2021/9/5 12891 1575187 16347
2021/9/6 8229 1583416 16380
2021/9/7 10590 1594006 16429
2021/9/8 12384 1606390 16518
2021/9/9 10379 1616769 16596
2021/9/10 8868 1625637 16683
2021/9/11 8790 1634427 16735
2021/9/12 6486 1640913 16790
2021/9/13 3087 1644000 16839
2021/9/14 6646 1650646 16887
2021/9/15 6877 1657523 16952
2021/9/16 5490 1663013 17023
2021/9/17 4758 1667771 17090
2021/9/18 4559 1672330 17149
2021/9/19 3277 1675607 17197
2021/9/20 1912 1677519 17226
2021/9/21 1519 1679038 17269
2021/9/22 3652 1682690 17312
2021/9/23 3815 1686505 17368
2021/9/24 1667 1688172 17414
2021/9/25 2690 1690862 17446
2021/9/26 2097 1692959 17475
2021/9/27 967 1693926 17504
2021/9/28 1942 1695868 17544
2021/9/29 1980 1697848 17598
2021/9/30 1568 1699416 17641
2021/10/1 1369 1700785 17676
2021/10/2 1330 1702115 17709
2021/10/3 874 1702989 17723
2021/10/4 502 1703491 17749
2021/10/5 1102 1704593 17782
2021/10/6 1179 1705772 17812
2021/10/7 912 1706684 17849
2021/10/8 809 1707493 17895
2021/10/9 790 1708283 17920
2021/10/10 581 1708864 17934
2021/10/11 285 1709149 17952
2021/10/12 671 1709820 17979
2021/10/13 739 1710559 18013
2021/10/14 644 1711203 18044
2021/10/15 522 1711725 18070
2021/10/16 537 1712262 18084
2021/10/17 381 1712643 18095
2021/10/18 178 1712821 18113
2021/10/19 423 1713244 18138
2021/10/20 427 1713671 18149
2021/10/21 310 1713981 18165
2021/10/22 345 1714326 18175
2021/10/23 307 1714633 18183
2021/10/24 224 1714857 18191
2021/10/25 145 1715002 18199
2021/10/26 349 1715351 18213
2021/10/27 322 1715673 18220
2021/10/28 299 1715972 18229
2021/10/29 321 1716293 18245
2021/10/30 283 1716576 18253
2021/10/31 228 1716804 18260
2021/11/1 77 1716881 18267
2021/11/2 239 1717120 18274
2021/11/3 264 1717384 18282
2021/11/4 120 1717504 18288
2021/11/5 254 1717758 18298
2021/11/6 235 1717993 18301
2021/11/7 156 1718149 18302
2021/11/8 89 1718238 18305
2021/11/9 220 1718458 18308
2021/11/10 207 1718665 18310
2021/11/11 213 1718878 18315
2021/11/12 197 1719075 18315
2021/11/13 199 1719274 18317
2021/11/14 135 1719409 18319
2021/11/15 58 1719467 18319
2021/11/16 144 1719611 18323
2021/11/17 189 1719800 18328
2021/11/18 165 1719965 18334
2021/11/19 143 1720108 18334
2021/11/20 122 1720230 18339
2021/11/21 129 1720359 18339
2021/11/22 22 1720381 18341
2021/11/23 123 1720504 18343
2021/11/24 55 1720559 18344
2021/11/25 117 1720676 18345
2021/11/26 115 1720791 18349
2021/11/27 133 1720924 18350
2021/11/28 66 1720990 18350
2021/11/29 56 1721046 18351
2021/11/30 134 1721180 18352
2021/12/1 126 1721306 18354
2021/12/2 113 1721419 18355
2021/12/3 137 1721556 18356
2021/12/4 123 1721679 18356
2021/12/5 97 1721776 18356
2021/12/6 35 1721811 18357
2021/12/7 113 1721924 18359
2021/12/8 140 1722064 18361
2021/12/9 144 1722208 18363
2021/12/10 118 1722326 18364
2021/12/11 140 1722466 18365
2021/12/12 114 1722580 18365
2021/12/13 57 1722637 18366
2021/12/14 161 1722798 18367
2021/12/15 177 1722975 18368
2021/12/16 142 1723117 18370
2021/12/17 155 1723272 18371
2021/12/18 190 1723462 18371
2021/12/19 157 1723619 18371
2021/12/20 72 1723691 18371
2021/12/21 207 1723898 18373
2021/12/22 237 1724135 18375
2021/12/23 278 1724413 18378
2021/12/24 260 1724673 18378
2021/12/25 299 1724972 18379
2021/12/26 215 1725187 18379
2021/12/27 132 1725319 18379
2021/12/28 347 1725666 18381
2021/12/29 447 1726113 18385
2021/12/30 435 1726548 18385
2021/12/31 450 1726998 18385
2022/1/1 465 1727463 18385
2022/1/2 432 1727895 18387
2022/1/3 788 1728683 18388
2022/1/4 1094 1729777 18389
2022/1/5 2789 1732566 18390
2022/1/6 4486 1737052 18390
2022/1/7 6554 1743606 18392
2022/1/8 8702 1752308 18394
2022/1/9 8174 1760482 18395
2022/1/10 5734 1766216 18397
2022/1/11 5704 1771920 18399
2022/1/12 15583 1787503 18404
2022/1/13 21009 1808512 18406
2022/1/14 24041 1832553 18416
2022/1/15 29688 1862241 18422
2022/1/16 26842 1889083 18424
2022/1/17 17133 1906216 18426
2022/1/18 40446 1946662 18436
2022/1/19 49149 1995811 18449
2022/1/20 53671 2049482 18461
2022/1/21 55624 2105106 18470
2022/1/22 64235 2169341 18482
2022/1/23 53736 2223077 18498
2022/1/24 33073 2256150 18515
2022/1/25 82855 2339005 18551
2022/1/26 81163 2420168 18591
2022/1/27 85721 2505889 18634
2022/1/28 84824 2590713 18678
2022/1/29 97286 2687999 18721
2022/1/30 78385 2766384 18756
2022/1/31 41749 2808133 18784
2022/2/1 104475 2912608 18863
2022/2/2 98534 3011142 18941
2022/2/3 98114 3109256 19031
2022/2/4 94650 3203906 19123
2022/2/5 100854 3304760 19249
2022/2/6 75005 3379765 19316
2022/2/7 41619 3421384 19438
2022/2/8 104181 3525565 19579
2022/2/9 96197 3621762 19734
2022/2/10 93796 3715558 19909
2022/2/11 88217 3803775 20051
2022/2/12 40057 3843832 20194
2022/2/13 77911 3921743 20351
2022/2/14 37587 3959330 20486
2022/2/15 99735 4059065 20693
2022/2/16 92585 4151650 20946
2022/2/17 86372 4238022 21190
2022/2/18 72874 4310896 21425
2022/2/19 77031 4387927 21628
2022/2/20 60063 4447990 21813
2022/2/21 29944 4477934 21992
2022/2/22 83104 4561038 22264
2022/2/23 83739 4644777 22521
2022/2/24 35017 4679794 22747
2022/2/25 72032 4751826 23003
2022/2/26 75243 4827069 23262
2022/2/27 53906 4880975 23438
2022/2/28 28459 4909434 23625
2022/3/1 76512 4985946 23852
2022/3/2 71441 5057387 24084
2022/3/3 60623 5118010 24341
2022/3/4 55368 5173378 24596
2022/3/5 59761 5233139 24781
2022/3/6 45850 5278989 24927
2022/3/7 22371 5301360 25041
2022/3/8 65094 5366454 25273
2022/3/9 63248 5429702 25478
2022/3/10 54248 5483950 25689
2022/3/11 48786 5532736 25852
2022/3/12 53267 5586003 26021
2022/3/13 41670 5627673 26146
2022/3/14 21584 5649257 26254
2022/3/15 60240 5709497 26434
2022/3/16 57255 5766752 26592
2022/3/17 48324 5815076 26756
2022/3/18 40775 5855851 26911
2022/3/19 42609 5898460 27037
2022/3/20 33421 5931881 27111
2022/3/21 19401 5951282 27168
2022/3/22 15915 5967197 27238
2022/3/23 53055 6020252 27348
2022/3/24 50388 6070640 27477
2022/3/25 43381 6114021 27593
2022/3/26 45769 6159790 27691
2022/3/27 37283 6197073 27759
2022/3/28 19818 6216891 27823
2022/3/29 54819 6271710 27905
2022/3/30 54073 6325783 28002
2022/3/31 49214 6374997 28089
2022/4/1 45744 6420741 28192
2022/4/2 49383 6470124 28240
2022/4/3 39052 6509176 28278
2022/4/4 19807 6528983 28319
2022/4/5 55819 6584802 28379
2022/4/6 57550 6642352 28448
2022/4/7 52996 6695348 28520
2022/4/8 49205 6744553 28582
2022/4/9 52930 6797483 28638
2022/4/10 40872 6838355 28676
2022/4/11 20998 6859353 28713
2022/4/12 60693 6920046 28757
2022/4/13 58397 6978443 28817
2022/4/14 49473 7027916 28876
2022/4/15 44177 7072093 28937
2022/4/16 43736 7115829 28984
2022/4/17 32364 7148193 29015
2022/4/18 15503 7163696 29041
2022/4/19 48774 7212470 29094
2022/4/20 49266 7261736 29143
2022/4/21 43256 7304992 29193
2022/4/22 40031 7345023 29249
2022/4/23 43286 7388309 29276
2022/4/24 33655 7421964 29300
2022/4/25 16570 7438534 29336
2022/4/26 47392 7485926 29394
2022/4/27 45204 7531130 29459
2022/4/28 38459 7569589 29498
2022/4/29 34676 7604265 29542
2022/4/30 15760 7620025 29561
2022/5/1 26497 7646522 29593
2022/5/2 14891 7661413 29623
2022/5/3 38653 7700066 29675
2022/5/4 20736 7720802 29700
2022/5/5 19302 7740104 29718
2022/5/6 18712 7758816 29753
2022/5/7 49370 7808186 29777
2022/5/8 39898 7848084 29805
2022/5/9 19902 7867986 29835
2022/5/10 49526 7917512 29886
2022/5/11 45142 7962654 29927
2022/5/12 38279 8000933 29966
2022/5/13 36704 8037637 29997
2022/5/14 39290 8076927 30031
2022/5/15 30345 8107272 30053
2022/5/16 15189 8122461 30081
2022/5/17 43476 8165937 30114
2022/5/18 41858 8207795 30166
2022/5/19 36441 8244236 30202
2022/5/20 34743 8278979 30246
2022/5/21 35652 8314631 30283
2022/5/22 26601 8341232 30299
2022/5/23 12684 8353916 30329
2022/5/24 37490 8391406 30361
2022/5/25 34409 8425815 30410
2022/5/26 27908 8453723 30450
2022/5/27 24764 8478487 30489
2022/5/28 24948 8503435 30528
2022/5/29 17341 8520776 30550
2022/5/30 8344 8529120 30574
2022/5/31 24674 8553794 30610
2022/6/1 22766 8576560 30645
2022/6/2 19283 8595843 30669
2022/6/3 17877 8613720 30704
2022/6/4 17877 8631597 30727
2022/6/5 13302 8644899 30744
2022/6/6 6577 8651476 30765
2022/6/7 20017 8671493 30789
2022/6/8 18118 8689611 30810
2022/6/9 15808 8705419 30836
2022/6/10 14631 8720050 30858
2022/6/11 15336 8735386 30871
2022/6/12 11804 8747190 30883
2022/6/13 5977 8753167 30902
2022/6/14 17665 8770832 30927
2022/6/15 16580 8787412 30955
2022/6/16 15493 8802905 30972
2022/6/17 14696 8817601 30995
2022/6/18 14822 8832423 31015
2022/6/19 13143 8845566 31024
2022/6/20 7782 8853348 31037
2022/6/21 15375 8868723 31049
2022/6/22 17270 8885993 31069
2022/6/23 16664 8902657 31083
2022/6/24 15796 8918453 31099
2022/6/25 16576 8935029 31108
2022/6/26 14214 8949243 31118
2022/6/27 9559 8958802 31131
2022/6/28 19369 8978171 31238
